ID,Book Title,Title,Authors,PDFs
190958,USENIX Security 15,"Compiler-instrumented, Dynamic {Secret-Redaction} of Legacy Processes for Attacker Deception","Frederico Araujo and Kevin W, Hamlen",https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-araujo.pdf
188956,NSDI 15,Compiling Packet Programs to Reconfigurable Switches,Lavanya Jose and Lisa Yan and George Varghese and Nick McKeown,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-jose.pdf
190974,USENIX Security 15,{CONIKS}: Bringing Key Transparency to End Users,Marcela S. Melara and Aaron Blankstein and Joseph Bonneau and Edward W. Felten and Michael J. Freedman,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-melara.pdf
190906,USENIX Security 15,Constants Count: Practical Improvements to Oblivious {RAM},Ling Ren and Christopher Fletcher and Albert Kwon and Emil Stefanov and Elaine Shi and Marten van Dijk and Srinivas Devadas,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-ren-ling.pdf
190960,USENIX Security 15,{Control-Flow} Bending: On the Effectiveness of {Control-Flow} Integrity,Nicholas Carlini and Antonio Barresi and Mathias Payer and David Wagner and Thomas R. Gross,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-carlini.pdf
190990,USENIX Security 15,Cookies Lack Integrity: {Real-World} Implications,Xiaofeng Zheng and Jian Jiang and Jinjin Liang and Haixin Duan and Shuo Chen and Tao Wan and Nicholas Weaver,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-zheng.pdf
189024,NSDI 15,{CosTLO}: {Cost-Effective} Redundancy for Lower Latency Variance on Cloud Storage Services,Zhe Wu and Curtis Yu and Harsha V. Madhyastha,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-wu.pdf
188954,NSDI 15,{CoVisor}: A Compositional Hypervisor for {Software-Defined} Networks,Xin Jin and Jennifer Gossels and Jennifer Rexford and David Walker,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-jin.pdf
189022,NSDI 15,{CubicRing}: Enabling {One-Hop} Failure Detection and Recovery for Distributed {In-Memory} Storage Systems,Yiming Zhang and Chuanxiong Guo and Dongsheng Li and Rui Chu and Haitao Wu and Yongqiang Xiong,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-zhang.pdf
190517,USENIX ATC 15,Data Sharing or Resource Contention: Toward Performance Transparency on Multicore Systems,Sharanyan Srikanthan and Sandhya Dwarkadas and Kai Shen,https://www.usenix.org/system/files/conference/atc15/atc15-paper-srikanthan.pdf
190844,USENIX Security 15,De-anonymizing Programmers via Code Stylometry,Aylin Caliskan-Islam and Richard Harang and Andrew Liu and Arvind Narayanan and Clare Voss and Fabian Yamaguchi and Rachel Greenstadt,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-caliskan-islam.pdf
192098,TaPP 15,Decoupling Provenance Capture and Analysis from Execution,Manolis Stamatogiannakis and Paul Groth and Herbert Bos,https://www.usenix.org/system/files/tapp15-stamatogiannakis.pdf
188960,NSDI 15,The Design and Implementation of Open {vSwitch},Ben Pfaff and Justin Pettit and Teemu Koponen and Ethan Jackson and Andy Zhou and Jarno Rajahalme and Jesse Gross and Alex Wang and Joe Stringer and Pravin Shelar and Keith Amidon and Martin Casado,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-pfaff.pdf
192364,SOUPS 2015,A Design Space for Effective Privacy Notices,Florian Schaub and Rebecca Balebako and Adam L. Durity and Lorrie Faith Cranor,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-schaub.pdf
188462,FAST 15,Design Tradeoffs for Data Deduplication Performance in Backup Workloads,Min Fu and Dan Feng and Yu Hua and Xubin He and Zuoning Chen and Wen Xia and Yucheng Zhang and Yujuan Tan,https://www.usenix.org/system/files/conference/fast15/fast15-paper-fu.pdf
188948,NSDI 15,Designing Distributed Systems Using Approximate Synchrony in Data Center Networks,Dan R. K. Ports and Jialin Li and Vincent Liu and Naveen Kr. Sharma and Arvind Krishnamurthy,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-ports.pdf
191663,CSET 15,Developing Security Reputation Metrics for Hosting Providers,Arman Noroozian and Maciej Korczynski and Samaneh Tajalizadehkhoob and Michel van Eeten,https://www.usenix.org/system/files/conference/cset15/cset15-noroozian.pdf
193260,Supplement to USENIX Security 15,Dismantling Megamos Crypto: Wirelessly Lockpicking a Vehicle Immobilizer,Roel Verdult and Flavio D. Garcia and Baris Ege,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15_supplement.pdf
192779,USENIX Security 15,Dismantling Megamos Crypto: Wirelessly Lockpicking a Vehicle Immobilizer,Roel Verdult and Flavio D. Garcia and Baris Ege,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15_supplement.pdf
189896,HotOS XV,Distributing the Data Plane for Remote Storage Access,Torsten Hoefler and Robert B. Ross and Timothy Roscoe,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-hoefler.pdf
190609,HotCloud 15,Dynacache: Dynamic Cloud Caching,Asaf Cidon and Assaf Eisenman and Mohammad Alizadeh and Sachin Katti,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-cidon.pdf
193174,LISA15,Dynamic Provisioning of Storage Workloads,Jayanta  Basak and Madhumita Bharde,https://www.usenix.org/system/files/conference/lisa15/lisa15-paper-basak.pdf
190904,USENIX Security 15,{EASEAndroid}: Automatic Policy Analysis and Refinement for Security Enhanced Android via {Large-Scale} {Semi-Supervised} Learning,Ruowen Wang and William Enck and Douglas Reeves and Xinwen Zhang and Peng Ning and Dingbang Xu and Wu Zhou and Ahmed M. Azab,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-wang-ruowen.pdf
190890,USENIX Security 15,Eclipse Attacks on {Bitcoin{\textquoteright}s} {Peer-to-Peer} Network,Ethan Heilman and Alison Kendler and Aviv Zohar and Sharon Goldberg,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-heilman.pdf
190571,HotStorage 15,Edelta: A {Word-Enlarging} Based Fast Delta Compression Approach,Wen Xia and Chunguang Li and Hong Jiang and Dan Feng and Yu Hua and Leihua Qin and Yucheng Zhang,https://www.usenix.org/system/files/conference/hotstorage15/hotstorage15-xia.pdf
188416,FAST 15,Efficient {Intra-Operating} System Protection Against Harmful {DMAs},Moshe Malka and Nadav Amit and Dan Tsafrir,https://www.usenix.org/system/files/conference/fast15/fast15-paper-malka.pdf
188426,FAST 15,Efficient {MRC} Construction with {SHARDS},Carl A. Waldspurger and Nohhyun Park and Alexander Garthwaite and Irfan Ahmad,https://www.usenix.org/system/files/conference/fast15/fast15-paper-waldspurger.pdf
189885,HotOS XV,Elastic Memory: Bring Elasticity Back to {In-Memory} Big Data Analytics,Joo Seong Jeong and Woo-Yeon Lee and Yunseong Lee and Youngseok Yang and Brian Cho and Byung-Gon Chun,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-jeong.pdf
190581,HotStorage 15,"Enabling Automated, Rich, and Versatile Data Management for Android Apps with {BlueMountain}",Sharath Chandrashekhara and Kyle Marcus and Rakesh G. M. Subramanya and Hrishikesh S. Karve and Karthik Dantu and Steven Y. Ko,https://www.usenix.org/system/files/conference/hotstorage15/hotstorage15-chandrashekhara.pdf
190638,HotCloud 15,Enabling Scalable Social Group Analytics via Hypergraph Analysis Systems,Benjamin Heintz and Abhishek Chandra,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-heintz.pdf
190636,HotCloud 15,Enabling Topological Flexibility for Data Centers Using {OmniSwitch},Yiting Xia and Mike Schlansker and T. S. Eugene Ng and Jean Tourrilhes,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-xia.pdf
189032,NSDI 15,Enforcing Customizable Consistency Properties in {Software-Defined} Networks,Wenxuan Zhou and Dong Jin and Jason Croft and Matthew Caesar and P. Brighten Godfrey,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-zhou.pdf
191755,3GSE 15,Engaging Novices in Cybersecurity Competitions: A Vision and Lessons Learned at {ACM} Tapia 2015,Jelena Mirkovic and Aimee Tabor and Simon Woo and Portia Pusey,https://www.usenix.org/system/files/conference/3gse15/3gse15-mirkovic.pdf
190450,USENIX ATC 15,Establishing a Base of Trust with Performance Counters for Enterprise Workloads,Andrzej Nowak and Ahmad Yasin and Avi Mendelson and Willy Zwaenepoel,https://www.usenix.org/system/files/conference/atc15/atc15-paper-nowak.pdf
192392,SOUPS 2015,Evaluating the Effectiveness of Using Hints for Autobiographical Authentication: A Field Study,Yusuf Albayram and Mohammad Maifi Hasan Khan,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-albayram.pdf
191998,FOCI 15,Every Rose Has Its Thorn: Censorship and Surveillance on Social Video Platforms in China,Jeffrey Knockel and Masashi Crete-Nishihata and Jason Q. Ng and Adam Senft and Jedidiah R. Crandall,https://www.usenix.org/system/files/conference/foci15/foci15-paper-knockel.pdf
190846,USENIX Security 15,{EVILCOHORT}: Detecting Communities of Malicious Accounts on Online Services,Gianluca Stringhini and Pierre Mourlanne and Gregoire Jacob and Manuel Egele and Christopher Kruegel and Giovanni Vigna,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-stringhini.pdf
191771,3GSE 15,An Examination of the Vocational and Psychological Characteristics of Cybersecurity Competition Participants,Masooda Bashir and April Lambert and Jian Ming Colin Wee and Boyi Guo,https://www.usenix.org/system/files/conference/3gse15/3gse15-bashir.pdf
191560,USENIX ATC 15,"Experience with {Rules-Based} Programming for Distributed, Concurrent, {Fault-Tolerant} Code",Ryan Stutsman and Collin Lee and John Ousterhout,https://www.usenix.org/system/files/conference/atc15/atc15-paper-stutsman.pdf
191659,CSET 15,Experiences with {Honey-Patching} in Active Cyber Security Education,Frederico Araujo and Mohammad Shapouri and Sonakshi Pandey and Kevin Hamlen,https://www.usenix.org/system/files/conference/cset15/cset15-araujo.pdf
191669,CSET 15,Experimental Study of Fuzzy Hashing in Malware Clustering Analysis,Yuping Li and Sathya Chandran Sundaramurthy and Alexandru G. Bardas and Xinming Ou and Doina Caragea and Xin Hu and Jiyong Jang,https://www.usenix.org/system/files/conference/cset15/cset15-li.pdf
188958,NSDI 15,Explicit Path Control in Commodity Data Centers: Design and Applications,Shuihai Hu and Kai Chen and Haitao Wu and Wei Bai and Chang Lan and Hao Wang and Hongze Zhao and Chuanxiong Guo,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-hu.pdf
188454,FAST 15,{F2FS}: A New File System for Flash Storage,Changman Lee and Dongho Sim and Jooyoung Hwang and Sangyeun Cho,https://www.usenix.org/system/files/conference/fast15/fast15-paper-lee.pdf
189889,HotOS XV,Failure Sketches: A Better Way to Debug,Baris Kasikci and Cristiano Pereira and Gilles Pokam and Benjamin Schubert and Malandal Musuvathi and George Candea,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-kasikci.pdf
188444,FAST 15,{Failure-Atomic} Updates of Application Data in a Linux File System,Rajat Verma and Anton Ajay Mendez and Stan Park and Sandya Srivilliputtur Mannarswamy and Terence P. Kelly and Charles B. Morrey III,https://www.usenix.org/system/files/conference/fast15/fast15-paper-verma.pdf
191966,WOOT 15,Fast and Vulnerable: A Story of Telematic Failures,Ian Foster and Andrew Prudhomme and Karl Koscher and Stefan Savage,https://www.usenix.org/system/files/conference/woot15/woot15-paper-foster.pdf
190914,USENIX Security 15,Faster Secure Computation through Automatic Parallelization,Niklas Buescher and Stefan Katzenbeisser,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-buescher.pdf
189001,NSDI 15,{FastRoute}: A Scalable {Load-Aware} Anycast Routing Architecture for Modern {CDNs},Ashley Flavel and Pradeepkumar Mani and David Maltz and Nick Holt and Jie Liu and Yingying Chen and Oleg Surmachev,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-flavel.pdf
189902,HotOS XV,Fault Tolerance and the {Five-Second} Rule,Ang Chen and Hanjun Xiao and Andreas Haeberlen and Linh Thi Xuan Phan,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-chen_ang.pdf
190482,USENIX ATC 15,Fence: Protecting Device Availability With Uniform Resource Control,Tao Li and Albert Rafetseder and Rodrigo Fonseca and Justin Cappos,https://www.usenix.org/system/files/conference/atc15/atc15-paper-li-tao.pdf
191665,CSET 15,Finding Bugs in Source Code Using Commonly Available Development Metadata,"Devin Cook and Yung Ryn Choe and John A. Hamilton, Jr.",https://www.usenix.org/system/files/conference/cset15/cset15-cook.pdf
190924,USENIX Security 15,Finding Unknown Malice in 10 Seconds: Mass Vetting for New Threats at the {Google-Play} Scale,Kai Chen and Peng Wang and Yeonjoon Lee and XiaoFeng Wang and Nan Zhang and Heqing Huang and Wei Zou and Peng Liu,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-chen-kai.pdf
188418,FAST 15,{FlashGraph}: Processing {Billion-Node} Graphs on an Array of Commodity {SSDs},Da Zheng and Disa Mhembere and Randal Burns and Joshua Vogelstein and Carey E. Priebe and Alexander S. Szalay,https://www.usenix.org/system/files/conference/fast15/fast15-paper-zheng.pdf
189894,HotOS XV,{FlexNIC}: Rethinking Network {DMA},Antoine Kaufmann and Simon Peter and Thomas Anderson and Arvind Krishnamurthy,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-kaufmann.pdf
188976,NSDI 15,{FlexRadio}: Fully Flexible Radios and Networks,Bo Chen and Vivek Yenamandra and Kannan Srinivasan,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-chen.pdf
191934,WOOT 15,{FLEXTLS}: A Tool for Testing {TLS} Implementations,Benjamin Beurdouche and Antoine Delignat-Lavaud and Nadim Kobeissi and Alfredo Pironti and Karthikeyan Bhargavan,https://www.usenix.org/system/files/conference/woot15/woot15-paper-beurdouche.pdf
190442,USENIX ATC 15,{FloSIS}: A Highly Scalable Network Flow Capture System for Fast Retrieval and Storage Efficiency,Jihyung Lee and Sungryoul Lee and Junghee Lee and Yung Yi and KyoungSoo Park,https://www.usenix.org/system/files/conference/atc15/atc15-paper-lee-jihyung.pdf
188962,NSDI 15,Flywheel: {Google{\textquoteright}s} Data Compression Proxy for the Mobile Web,Victor Agababov and Michael Buettner and Victor Chudnovsky and Mark Cogan and Ben Greenstein and Shane McDaniel and Michael Piatek and Colin Scott and Matt Welsh and Bolian Yin,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-agababov.pdf
189910,HotOS XV,From Lone Dwarfs to Giant Superclusters: Rethinking Operating System Abstractions for the Cloud,Nikos Vasilakis and Ben Karel and Jonathan M. Smith,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-vasilakis.pdf
191970,WOOT 15,Fuzzing E-mail Filters with Generative Grammars and {N-Gram} Analysis,Sean Palka and Damon McCoy,https://www.usenix.org/system/files/conference/woot15/woot15-paper-palka.pdf
189014,NSDI 15,A General Approach to Network Configuration Analysis,Ari Fogel and Stanley Fung and Luis Pedrosa and Meg Walraed-Sullivan and Ramesh Govindan and Ratul Mahajan and Todd Millstein,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-fogel.pdf
188992,NSDI 15,Global Analytics in the Face of Bandwidth and Regulatory Constraints,Ashish Vulimiri and Carlo Curino and P. Brighten Godfrey and Thomas Jungblut and Jitu Padhye and George Varghese,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-vulimiri.pdf
190488,USENIX ATC 15,{GraphQ}: Graph Query Processing with Abstraction {Refinement{\textemdash}Scalable} and Programmable Analytics over Very Large Graphs on a Single {PC},Kai Wang and Guoqing Xu and Zhendong Su and Yu David Liu,https://www.usenix.org/system/files/conference/atc15/atc15-paper-wang-kai.pdf
190603,HotCloud 15,{GreenMap}: {MapReduce} with Ultra High Efficiency Power Delivery,Du Su and Yi Lu,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-su.pdf
190490,USENIX ATC 15,{GridGraph}: {Large-Scale} Graph Processing on a Single Machine Using 2-Level Hierarchical Partitioning,Xiaowei Zhu and Wentao Han and Wenguang Chen,https://www.usenix.org/system/files/conference/atc15/atc15-paper-zhu.pdf
190936,USENIX Security 15,{GSMem}: Data Exfiltration from {Air-Gapped} Computers over {GSM} Frequencies,Mordechai Guri and Assaf Kachlon and Ofer Hasson and Gabi Kedma and Yisroel Mirsky and Yuval Elovici,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-guri.pdf
192002,FOCI 15,Half Baked: The Opportunity to Secure Cookie-based Identifiers from Passive Surveillance,Andrew Hilts and Christopher Parsons,https://www.usenix.org/system/files/conference/foci15/foci15-paper-hilts.pdf
188424,FAST 15,Having Your Cake and Eating It Too: Jointly Optimal Erasure Codes for {I/O,KV Rashmi and Preetum Nakkiran and Jingyan Wang and Nihar B. Shah and Kannan Ramchandran,https://www.usenix.org/system/files/conference/fast15/fast15-paper-rashmi.pdf
191591,USENIX ATC 15,Hawk: Hybrid Datacenter Scheduling,Pamela Delgado and Florin Dinu and Anne-Marie Kermarrec and Willy Zwaenepoel,https://www.usenix.org/system/files/conference/atc15/atc15-paper-delgado.pdf
190621,HotCloud 15,Highly Auditable Distributed Systems,Murat Demirbas and Sandeep Kulkarni,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-demirbas.pdf
188420,FAST 15,Host-side Filesystem Journaling for Durable Shared Storage,Andromachi Hatzieleftheriou and Stergios Anastasiadis,https://www.usenix.org/system/files/conference/fast15/fast15-paper-hatzieleftheriou.pdf
188448,FAST 15,How Much Can Data Compressibility Help to Improve {NAND} Flash Memory Lifetime?,Jiangpeng Li and Kai Zhao and Xuebin Zhang and Jun Ma and Ming Zhao and Tong Zhang,https://www.usenix.org/system/files/conference/fast15/fast15-paper-li.pdf
192111,TaPP 15,How Much Domain Data Should Be in Provenance Databases?,Daniel de Oliveira and V{\'\i}tor Silva and Marta Mattoso,https://www.usenix.org/system/files/tapp15-de-oliveira.pdf
190922,USENIX Security 15,How the {ELF} Ruined Christmas,Alessandro Di Federico and Amat Cama and Yan Shoshitaishvili and Christopher Kruegel and Giovanni Vigna,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-di-frederico.pdf
191956,WOOT 15,How to Break {XML} Encryption {\textendash} Automatically,"Dennis Kupser and Christian Mainka and J{\""o}rg Schwenk and Juraj Somorovsky",https://www.usenix.org/system/files/conference/woot15/woot15-paper-kupser.pdf
192408,SOUPS 2015,A Human Capital Model for Mitigating Security Analyst Burnout,Sathya Chandran Sundaramurthy and Alexandru G. Bardas and Jacob Case and Xinming Ou and Michael Wesch and John McHugh and S. Raj Rajagopalan,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-sundaramurthy.pdf
193172,LISA15,Hyperprobe: Towards Virtual Machine Extrospection,Jidong Xiao and Lei Lu and Hai Huang and Haining Wang,https://www.usenix.org/system/files/conference/lisa15/lisa15-paper-xiao.pdf
191958,WOOT 15,Hypervisor Introspection: A Technique for Evading Passive Virtual Machine Monitoring,Gary Wang and Zachary J. Estrada and Cuong Pham and Zbigniew Kalbarczyk and Ravishankar K. Iyer,https://www.usenix.org/system/files/conference/woot15/woot15-paper-wang.pdf
192379,SOUPS 2015,"""I Added {\textquoteright}!{\textquoteright} at the End to Make It Secure"": Observing Password Creation in the Lab",Blase Ur and Fumiko Noma and Jonathan Bees and Sean M. Segreti and Richard Shay and Lujo Bauer and Nicolas Christin and Lorrie Faith Cranor,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-ur.pdf
192383,SOUPS 2015,{{\textquotedblleft}I{\textquoteright}m} {Stuck!{\textquotedblright}}: A Contextual Inquiry of People with Visual Impairments in Authentication,Bryan Dosono and Jordan Hayes and Yang Wang,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-dosono.pdf
191583,USENIX ATC 15,Identifying Trends in Enterprise Data Protection Systems,George Amvrosiadis and Medha Bhadkamkar,https://www.usenix.org/system/files/conference/atc15/atc15-paper-amvrosladis.pdf
192387,SOUPS 2015,The Impact of Cues and User Interaction on the Memorability of {System-Assigned} {Recognition-Based} Graphical Passwords,Mahdi Nasrullah Al-Ameen and Kanis Fatema and Matthew Wright and Shannon Scielzo,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-al-ameen.pdf
192398,SOUPS 2015,On the Impact of Touch {ID} on {iPhone} Passcodes,Ivan Cherapau and Ildar Muslukhov and Nalin Asanka and Konstantin Beznosov,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-cherapau.pdf
190605,HotCloud 15,The Importance of Features for Statistical Anomaly Detection,David Goldberg and Yinan Shan,https://www.usenix.org/system/files/conference/hotcloud15/hotcloud15-goldberg.pdf
190996,USENIX Security 15,In the Compression {Hornet{\textquoteright}s} Nest: A Security Study of Data Compression in Network Services,Giancarlo Pellegrino and Davide Balzarotti and Stefan Winter and Neeraj Suri,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-pellegrino.pdf
188946,NSDI 15,Increasing Datacenter Network Utilisation with {GRIN},Alexandru Agache and Razvan Deaconescu and Costin Raiciu,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-agache.pdf
189928,HotOS XV,Inferring the Network Latency Requirements of Cloud Tenants,Jeffrey C. Mogul and Ramana Rao Kompella,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-mogul.pdf
189012,NSDI 15,{Information-Agnostic} Flow Scheduling for Commodity Data Centers,Wei Bai and Li Chen and Kai Chen and Dongsu Han and Chen Tian and Hao Wang,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-bai.pdf
189891,HotOS XV,On Instruction Organization,Tyler Dwyer and Alexandra Fedorova,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-dwyer.pdf
192105,TaPP 15,Interoperability for Provenance-aware Databases using {PROV} and {JSON},Xing Niu and Boris Glavic and Dieter Gawlick and Zhen Hua Liu and Vasudha Krishnaswamy and Venkatesh Radhakrishnan,https://www.usenix.org/system/files/tapp15-niu.pdf
190976,USENIX Security 15,Investigating the Computer Security Practices and Needs of Journalists,Susan E. McGregor and Polina Charters and Tobin Holliday and Franziska Roesner,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-mcgregor.pdf
191952,WOOT 15,{IoTPOT}: Analysing the Rise of {IoT} Compromises,Yin Minn Pa Pa and Shogo Suzuki and Katsunari Yoshioka and Tsutomu Matsumoto and Takahiro Kasama and Christian Rossow,https://www.usenix.org/system/files/conference/woot15/woot15-paper-pa.pdf
190587,HotStorage 15,"{It{\textquoteright}s} Not Where Your Data Is, {It{\textquoteright}s} How It Got There",Gala Yadgar and Roman Shor and Eitan Yaakobi and Assaf Schuster,https://www.usenix.org/system/files/conference/hotstorage15/hotstorage15-yadgar.pdf
189026,NSDI 15,Jitsu: {Just-In-Time} Summoning of Unikernels,Anil Madhavapeddy and Thomas Leonard and Magnus Skjegstad and Thomas Gazagnaire and David Sheets and Dave Scott and Richard Mortier and Amir Chaudhry and Balraj Singh and Jon Ludlam and Jon Crowcroft and Ian Leslie,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-madhavapeddy.pdf
188950,NSDI 15,Kinetic: Verifiable Dynamic Network Control,Hyojoon Kim and Joshua Reich and Arpit Gupta and Muhammad Shahbaz and Nick Feamster and Russ Clark,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-kim.pdf
189010,NSDI 15,Klotski: Reprioritizing Web Content to Improve User Experience on Mobile Devices,Michael Butkiewicz and Daimeng Wang and Zhe Wu and Harsha V. Madhyastha and Vyas Sekar,https://www.usenix.org/system/files/conference/nsdi15/nsdi15-paper-butkiewicz.pdf
188422,FAST 15,{LADS}: Optimizing Data Transfers Using {Layout-Aware} Data Scheduling,Youngjae Kim and Scott Atchley and Geoffroy R. Vall{\'e}e and Galen M. Shipman,https://www.usenix.org/system/files/conference/fast15/fast15-paper-kim-youngjae.pdf
190524,USENIX ATC 15,{LAMA}: Optimized Locality-aware Memory Allocation for Key-value Cache,Xiameng Hu and Xiaolin Wang and Yechen Li and Lan Zhou and Yingwei Luo and Chen Ding and Song Jiang and Zhenlin Wang,https://www.usenix.org/system/files/conference/atc15/atc15-paper-hu.pdf
191585,USENIX ATC 15,Lamassu: {Storage-Efficient} {Host-Side} Encryption,Peter Shah and Won So,https://www.usenix.org/system/files/conference/atc15/atc15-paper-shah.pdf
192117,TaPP 15,Language-integrated Provenance in Links,Stefan Fehrenbach and James Cheney,https://www.usenix.org/system/files/tapp15-fehrenbach.pdf
190521,USENIX ATC 15,{Latency-Tolerant} Software Distributed Shared Memory,Jacob Nelson and Brandon Holt and Brandon Myers and Preston Briggs and Luis Ceze and Simon Kahan and Mark Oskin,https://www.usenix.org/system/files/conference/atc15/atc15-paper-nelson.pdf
189934,HotOS XV,Lax: Driver Interfaces for Approximate Sensor Device Access,Phillip Stanley-Marbell and Martin Rinard,https://www.usenix.org/system/files/conference/hotos15/hotos15-paper-stanley_marbell.pdf
192373,SOUPS 2015,Leading Johnny to Water: Designing for Usability and Trust,Erinn Atwater and Cecylia Bocovich and Urs Hengartner and Ed Lank and Ian Goldberg,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-atwater.pdf
192400,SOUPS 2015,Learning Assigned Secrets for Unlocking Mobile Devices,Stuart Schechter and Joseph Bonneau,https://www.usenix.org/system/files/conference/soups2015/soups15-paper-schechter.pdf
191763,3GSE 15,Lessons Learned in Game Development for Crowdsourced Software Formal Verification,Drew Dean and Sean Gaurino and Leonard Eusebi and Andrew Keplinger and Tim Pavlik and Ronald Watro and Aaron Cammarata and John Murray and Kelly  McLaughlin and John Cheng and Thomas Maddern,https://www.usenix.org/system/files/conference/3gse15/3gse15-dean.pdf
191769,3GSE 15,Leveraging Competitive Gamification for Sustainable Fun and Profit in Security Education,Adrian Dabrowski and Markus Kammerstetter and Eduard Thamm and Edgar Weippl and Wolfgang Kastner,https://www.usenix.org/system/files/conference/3gse15/3gse15-dabrowski.pdf
190567,HotStorage 15,Leveraging Progressive Programmability of {SLC} Flash Pages to Realize Zero-overhead Delta Compression for Metadata Storage,Xuebin Zhang and Jiangpeng Li and Kai Zhao and Hao Wang and Tong Zhang,https://www.usenix.org/system/files/conference/hotstorage15/hotstorage15-zhang.pdf
190511,USENIX ATC 15,Lightweight {Application-Level} Crash Consistency on Transactional Flash Storage,Changwoo Min and Woon-Hak Kang and Taesoo Kim and Sang-Won Lee and Young Ik Eom,https://www.usenix.org/system/files/conference/atc15/atc15-paper-min.pdf
190932,USENIX Security 15,{LinkDroid}: Reducing Unregulated Aggregation of App Usage Behaviors,Huan Feng and Kassem Fawaz and Kang G. Shin,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-feng.pdf
192115,TaPP 15,Linking Prospective and Retrospective Provenance in Scripts,"Saumen Dey and Khalid Belhajjame and David Koop and Meghan Raul and Bertram Lud{\""a}scher",https://www.usenix.org/system/files/tapp15-dey.pdf
190486,USENIX ATC 15,Log2: A {Cost-Aware} Logging Mechanism for Performance Diagnosis,Rui Ding and Hucheng Zhou and Jian-Guang Lou and Hongyu Zhang and Qingwei Lin and Qiang Fu and Dongmei Zhang and Tao Xie,https://www.usenix.org/system/files/conference/atc15/atc15-paper-ding.pdf
191579,USENIX ATC 15,{LPD}: Low Power Display Mechanism for Mobile and Wearable Devices,MyungJoo Ham and Inki Dae and Chanwoo Choi,https://www.usenix.org/system/files/conference/atc15/atc15-paper-ham.pdf
190528,USENIX ATC 15,{LSM-trie}: An {LSM-tree-based} {Ultra-Large} {Key-Value} Store for Small Data Items,Xingbo Wu and Yuehai Xu and Zili Shao and Song Jiang,https://www.usenix.org/system/files/conference/atc15/atc15-paper-wu.pdf
